meal_names,meal_ingredients,meal_tags,meal_urls,meal_cousine_names,meal_images
Соус яично-масляный (к отварной рыбе),"{'Сливочное масло': '100 г', 'Куриное яйцо': '2 штуки', 'Петрушка': '½ пучка', 'Лимонный сок': '1 столовая ложка', 'Соль': 'по вкусу'}","['Соусы и маринады', 'Норвежская кухня']",https://eda.ru/recepty/sousy-marinady/sous-jaichno-masljanij-k-otvarnoj-ribe-16109,Норвежская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213175333/1202131754040/p_O.jpg
Гуляш,"{'Говядина': '1 кг', 'Репчатый лук': '3 головки', 'Картофель': '500 г', 'Морковь': '4 штуки', 'Чеснок': '6 зубчиков', 'Сладкий перец': '1 штука', 'Помидоры': '2 штуки', 'Паприка': '2 столовые ложки', 'Петрушка': '15 г', 'Корень сельдерея': '½ штуки', 'Растительное масло': '100 мл', 'Тмин': 'по вкусу'}","['Пошаговые рецепты', 'Основные блюда', 'Венгерская кухня']",https://eda.ru/recepty/osnovnye-blyuda/guljash-49673,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/130725133817/190730171755/p_O.jpg
Куриный паприкаш,"{'Курица': '1 штука', 'Пшеничная мука': '3 столовые ложки', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Растительное масло': '40 мл', 'Сливочное масло': '15 г', 'Паприка': '4 столовые ложки', 'Репчатый лук': '1 штука', 'Красный сладкий перец': '1 штука', 'Чеснок': '3 зубчика', 'Куриный бульон': '500 мл', 'Сметана': '60 г', 'Томатная паста': '70 г'}","['Пошаговые рецепты', 'Основные блюда', 'Венгерская кухня']",https://eda.ru/recepty/osnovnye-blyuda/kurinyy-paprikash-114700,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213175233/180405113637/p_O.jpg
Венгерский суп из лесных грибов,"{'Белые грибы': '500 г', 'Репчатый лук': '1 штука', 'Говяжий бульон': '250 мл', 'Молоко': '125 мл', 'Сметана': '150 г', 'Кукурузный крахмал': '1 столовая ложка', 'Вода': '2 столовые ложки', 'Сливочное масло': '1 столовая ложка', 'Петрушка': '10 г', 'Лимон': '1 штука', 'Паприка': '2 чайные ложки', 'Копченая паприка': '½ чайной ложки', 'Соль': 'по вкусу'}","['Пошаговые рецепты', 'Супы', 'Венгерская кухня']",https://eda.ru/recepty/supy/vengerskiy-sup-iz-lesnyh-gribov-80651,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/160915225201/160921124256/p_O.jpg
Корхейлевеш,"{'Квашеная капуста': '400 г', 'Репчатый лук': '2 головки', 'Растительное масло': '40 мл', 'Пшеничная мука': '70 г', 'Охотничьи колбаски': '150 г', 'Бекон': '80 г', 'Свинина копченая': '250 г', 'Чеснок': '2 зубчика', 'Сметана': '200 г', 'Зира': '1 чайная ложка', 'Паприка': '1 чайная ложка', 'Паста из паприки': '1 столовая ложка', 'Укроп': 'по вкусу', 'Лавровый лист': '2 штуки', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Пошаговые рецепты', 'Супы', 'Венгерская кухня']",https://eda.ru/recepty/supy/korheylevesh-124884,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213182322/180619235047/p_O.jpg
Лечо с беконом и колбасками,"{'Репчатый лук': '2 головки', 'Сладкий перец': '6 г', 'Помидоры': '5 штук', 'Бекон': '50 г', 'Сладкая паприка': '1 чайная ложка', 'Колбаски': '4 штуки', 'Соль': 'по вкусу'}","['Пошаговые рецепты', 'Закуски', 'Венгерская кухня']",https://eda.ru/recepty/zakuski/lecho-s-bekonom-i-kolbaskami-137005,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/170219214134/190906140202/p_O.jpg
Миндальный торт с шоколадным кремом,"{'Куриное яйцо': '8 штук', 'Сахар': '250 г', 'Миндальная пудра': '50 г', 'Лимон': '½ штуки', 'Шоколад': '330 г', 'Сливочное масло': '450 г', 'Абрикосовый джем': '80 г', 'Сироп из глюкозы': '1 столовая ложка', 'Растительное масло': '1,5 мл', 'Миндальные лепестки': '200 г', 'Пшеничная мука': '50 г', 'Сахарная пудра': '400 г'}","['Пошаговые рецепты', 'Выпечка и десерты', 'Венгерская кухня']",https://eda.ru/recepty/vypechka-deserty/mindalnyy-tort-s-shokoladnym-kremom-93112,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213175433/180412193707/p_O.jpg
Меддьлевеш,"{'Вишня без косточек': '500 г', 'Вода': '1 л', 'Палочки корицы': '3 штуки', 'Гвоздика': '7 штук', 'Сахар': '4 столовые ложки', 'Пшеничная мука': '1 столовая ложка', 'Сметана 20%-ная': '250 г', 'Соль': 'щепотка'}","['Пошаговые рецепты', 'Супы', 'Венгерская кухня']",https://eda.ru/recepty/supy/medlevesh-93325,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120214133943/180927013744/p_O.jpg
Пёркёльт и турошчуса,"{'Телятина': '3 кг', 'Сладкий перец': '2 штуки', 'Сало': '150 г', 'Красное сухое вино': '1 стакан', 'Белый лук': '2 головки', 'Паста из паприки': '3 столовые ложки', 'Чеснок': '2 зубчика', 'Широкая лапша': '350 г', 'Творог': '400 г', 'Сметана': '230 г', 'Соль': 'по вкусу', 'Тмин': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Молотый красный перец': 'по вкусу'}","['Пошаговые рецепты', 'Основные блюда', 'Венгерская кухня']",https://eda.ru/recepty/osnovnye-blyuda/pjorkjolt-turoshchusa-20766,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120131085305/171107174423/p_O.jpg
Цыганский стейк,"{'Свиная шея': '800 г', 'Копченое сало': '200 г', 'Чеснок': '4 зубчика', 'Растительное масло': '1,1 л', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу', 'Паприка': 'по вкусу', 'Картофель фри': '400 г', 'Пшеничная мука': '150 г'}","['Пошаговые рецепты', 'Основные блюда', 'Венгерская кухня']",https://eda.ru/recepty/osnovnye-blyuda/cyganskiy-steyk-124960,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/120213190507/180807064455/p_O.jpg
Эстерхази,"{'Миндальная мука': '250 г', 'Яичный белок': '325 г', 'Сахар': '750 г', 'Молоко': '300 мл', 'Ванильный сахар': '10 г', 'Яичный желток': '30 г', 'Сливочное масло': '375 г', 'Миндальная паста': '80 г', 'Кирш': '30 мл', 'Кукурузный крахмал': '15 г', 'Пшеничная мука': '20 г', 'Лимонный сок': '1 чайная ложка', 'Абрикосовый конфитюр': '100 г', 'Какао-порошок': '20 г', 'Миндальные лепестки': '100 г'}","['Пошаговые рецепты', 'Выпечка и десерты', 'Венгерская кухня']",https://eda.ru/recepty/vypechka-deserty/esterhazi-126557,Венгерская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/121208021522/190425115033/p_O.jpg
Гуляш из свинины,"{'Репчатый лук': '250 г', 'Растительное масло': '30 мл', 'Сливочное масло': '15 г', 'Свинина': '700 г', 'Пшеничная мука': '30 г', 'Бульон': '350 мл', 'Консервированные помидоры кусочками': '300 г', 'Картофель': '700 г', 'Морковь': '300 г', 'Паприка': '1 столовая ложка', 'Тмин': '1 чайная ложка', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Пошаговые рецепты', 'Основные блюда', 'Венгерская кухня']",https://eda.ru/recepty/osnovnye-blyuda/gulyash-iz-svininy-140155,Венгерская,https://eda.ru/img/eda/c20x20i/s2.eda.ru/StaticContent/Photos/161125164152/201229124249/p_O.jpg
Гуляш из говядины,"{'Репчатый лук': '800 г', 'Паприка': '30 г', 'Говяжьи голяшки': '800 г', 'Чеснок': '1 зубчик', 'Томатная паста': '1 столовая ложка', 'Молотый кумин (зира)': 'щепотка', 'Бальзамический уксус': '1 столовая ложка', 'Майоран': 'щепотка', 'Растительное масло': '30 мл', 'Пшеничная мука': '1 столовая ложка', 'Красное сухое вино': '150 г', 'Лимон': '1 штука', 'Лавровый лист': '2 штуки', 'Соль': 'по вкусу', 'Молотый черный перец': 'по вкусу'}","['Основные блюда', 'Венгерская кухня']",https://eda.ru/recepty/osnovnye-blyuda/guljash-iz-govjadini-19278,Венгерская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/150307165038/150609134938/p_O.jpg
Венгерский черешневый пирог,"{'Черешня': '900 г', 'Пшеничная мука': '50 г', 'Сливочное масло': '320 г', 'Сахар': '300 г', 'Бренди': '3 столовые ложки', 'Ванильный экстракт': '1 чайная ложка', 'Куриное яйцо': '1 штука', 'Цельнозерновая мука': '500 г', 'Пекарский порошок': '1 столовая ложка', 'Крупная соль': 'щепотка', 'Молоко': '250 мл'}","['Выпечка и десерты', 'Венгерская кухня']",https://eda.ru/recepty/vypechka-deserty/vengerskij-chereshnevij-pirog-44938,Венгерская,https://eda.ru/img/eda/c20x20i/s1.eda.ru/StaticContent/Photos/140802212008/140810133326/p_O.jpg
